date,qqq_close,spy_close
2019-01-02,154.8800049,250.1799927
2019-01-03,149.8200073,244.2100067
2019-01-04,156.2299957,252.3899994
2019-01-07,158.0899963,254.3800049
2019-01-08,159.5200043,256.769989
2019-01-09,160.8200073,257.9700012
2019-01-10,161.2799988,258.8800049
2019-01-11,160.6900024,258.980011
2019-01-14,159.2700043,257.3999939
2019-01-15,162.3800049,260.3500061
2019-01-16,162.3500061,260.980011
2019-01-17,163.6300049,262.9599915
2019-01-18,165.25,266.4599915
2019-01-22,161.9400024,262.8599854
2019-01-23,162.1499939,263.4100037
2019-01-24,163.1999969,263.5499878
2019-01-25,165.1499939,265.7799988
2019-01-28,163.1100006,263.7600098
2019-01-29,161.5700073,263.4100037
2019-01-30,165.6799927,267.5799866
2019-01-31,168.1600037,269.9299927
2019-02-01,167.4499969,270.0599976
2019-02-04,169.5299988,271.9599915
2019-02-05,171.0299988,273.1000061
2019-02-06,170.5200043,272.7399902
2019-02-07,168.2299957,270.1400146
2019-02-08,168.5599976,270.4700012
2019-02-11,168.3999939,270.6199951
2019-02-12,170.8899994,274.1000061
2019-02-13,171.0099945,274.9899902
2019-02-14,171.2200012,274.3800049
2019-02-15,171.9400024,277.3699951
2019-02-19,172.2799988,277.8500061
2019-02-20,172.25,278.4100037
2019-02-21,171.6199951,277.4200134
2019-02-22,172.8899994,279.1400146
2019-02-25,173.5200043,279.519989
2019-02-26,173.6999969,279.3200073
2019-02-27,173.5899963,279.2000122
2019-02-28,173.1900024,278.6799927
2019-03-01,174.3899994,280.4200134
2019-03-04,174.4199982,279.3999939
2019-03-05,174.5500031,279.019989
2019-03-06,173.5599976,277.3299866
2019-03-07,171.4299927,275.0100098
2019-03-08,171.1699982,274.4599915
2019-03-11,174.7299957,278.4400024
2019-03-12,175.6900024,279.4899902
2019-03-13,177.0099945,281.3399963
2019-03-14,176.7100067,281.1600037
2019-03-15,178.3500061,281.3099976
2019-03-18,178.4499969,282.3299866
2019-03-19,179.0500031,282.3999939
2019-03-20,179.7599945,281.5499878
2019-03-21,182.5700073,284.730011
2019-03-22,178.5599976,279.25
2019-03-25,178.2200012,279.0400085
2019-03-26,179.0500031,281.1199951
2019-03-27,177.8999939,279.6499939
