experiment_id,model_name,fold,target_type,target,horizon,sample_sha256,primary_metric,primary_baseline,primary_vix,primary_improvement,secondary_metric,secondary_baseline,secondary_vix,secondary_improvement,vix_primary_improved
EXP-004,random_forest_v1,2024,classification,p_up_60d,60,d66e7d6947dd26137fae8b72924c4c614500757efb664f91cda4a93b99fa1bd9,brier_score,0.1953078682216925,0.212714212430137,-0.017406344208444502,relative_brier_improvement,-0.810367955561285,-0.971712647228642,-0.161344691667357,False
EXP-004,random_forest_v1,2024,drawdown_regression,drawdown_20d,20,d66e7d6947dd26137fae8b72924c4c614500757efb664f91cda4a93b99fa1bd9,spearman_rank_correlation,0.2046818970547126,0.293498914936171,0.08881701788145838,rmse,0.0221161107246673,0.0227625411398741,-0.0006464304152067994,True
EXP-004,random_forest_v1,2024,return_regression,return_20d,20,d66e7d6947dd26137fae8b72924c4c614500757efb664f91cda4a93b99fa1bd9,spearman_rank_correlation,0.1000762618638939,0.1351342231300658,0.03505796126617189,rmse,0.0297255824517638,0.0311528295524037,-0.0014272471006398987,True
EXP-004,random_forest_v1,2024,return_regression,return_5d,5,d66e7d6947dd26137fae8b72924c4c614500757efb664f91cda4a93b99fa1bd9,spearman_rank_correlation,0.0776468753257251,0.0516263573599447,-0.026020517965780407,rmse,0.0170373821125805,0.0171853224461667,-0.0001479403335861995,False
EXP-004,random_forest_v1,2024,return_regression,return_60d,60,d66e7d6947dd26137fae8b72924c4c614500757efb664f91cda4a93b99fa1bd9,spearman_rank_correlation,0.0696202579105749,0.4518256730278209,0.382205415117246,rmse,0.0525883381465496,0.0528033758056639,-0.00021503765911430606,True
EXP-004,random_forest_v1,2025,classification,p_up_20d,20,fe8ac620165747e8722b7472d73a5d634bc04f3dc36e505c1452c97112414bac,brier_score,0.254799668448583,0.2261685987870716,0.028631069661511382,relative_brier_improvement,-0.3812975347416458,-0.2260853000426732,0.1552122346989726,True
EXP-004,random_forest_v1,2025,classification,p_up_5d,5,fe8ac620165747e8722b7472d73a5d634bc04f3dc36e505c1452c97112414bac,brier_score,0.2656577166840068,0.2512069857552709,0.014450730928735889,relative_brier_improvement,-0.1371554888535322,-0.0752987199304451,0.06185676892308711,True
EXP-004,random_forest_v1,2025,classification,p_up_60d,60,fe8ac620165747e8722b7472d73a5d634bc04f3dc36e505c1452c97112414bac,brier_score,0.2705252057776525,0.2060229412371022,0.0645022645405503,relative_brier_improvement,-0.5183032831450498,-0.1562889571945838,0.362014325950466,True
EXP-004,random_forest_v1,2025,drawdown_regression,drawdown_20d,20,fe8ac620165747e8722b7472d73a5d634bc04f3dc36e505c1452c97112414bac,spearman_rank_correlation,-0.0990079961661089,0.027554382031886,0.1265623781979949,rmse,0.0396984971982856,0.0386645347235215,0.0010339624747641024,True
EXP-004,random_forest_v1,2025,return_regression,return_20d,20,fe8ac620165747e8722b7472d73a5d634bc04f3dc36e505c1452c97112414bac,spearman_rank_correlation,-0.5270173282772523,-0.3127872125954015,0.21423011568185085,rmse,0.0485887795787205,0.044960602001245,0.0036281775774755012,True
EXP-004,random_forest_v1,2025,return_regression,return_5d,5,fe8ac620165747e8722b7472d73a5d634bc04f3dc36e505c1452c97112414bac,spearman_rank_correlation,-0.1595441847069552,-0.1023065329045264,0.05723765180242879,rmse,0.0231371902848884,0.0226975278016648,0.0004396624832236004,True
EXP-004,random_forest_v1,2025,return_regression,return_60d,60,fe8ac620165747e8722b7472d73a5d634bc04f3dc36e505c1452c97112414bac,spearman_rank_correlation,-0.73881284500552,-0.5725950175202803,0.16621782748523972,rmse,0.0920079238768192,0.082758332081928,0.00924959179489121,True
EXP-004,random_forest_v1,2026_ytd,classification,p_up_20d,20,65e5aa72ceb663a95e87e233d77a5fa3ea6390a806bd27b7e60d866db8edb8ed,brier_score,0.2985040476196327,0.334689895485671,-0.036185847866038345,relative_brier_improvement,-0.2286452784589663,-0.377586545695298,-0.1489412672363317,False
EXP-004,random_forest_v1,2026_ytd,classification,p_up_5d,5,21de0e538cc2c52fdca6ab74ee490d5f39fd9934b277cc9b1e2d487b1fd12461,brier_score,0.2394577810667582,0.2593544195046502,-0.019896638437892022,relative_brier_improvement,0.0033448795232604,-0.0794675748937916,-0.082812454417052,False
EXP-004,random_forest_v1,2026_ytd,classification,p_up_60d,60,a6710585b1b4cb8ebcd509a9a6d07e42bb198291240a337254fb7c5752d358f5,brier_score,0.1056589587882742,0.1168909804294911,-0.011232021641216908,relative_brier_improvement,-0.2552337667157471,-0.3886707510872251,-0.133436984371478,False
EXP-004,random_forest_v1,2026_ytd,drawdown_regression,drawdown_20d,20,65e5aa72ceb663a95e87e233d77a5fa3ea6390a806bd27b7e60d866db8edb8ed,spearman_rank_correlation,-0.1037397266039197,-0.3136647267228828,-0.20992500011896312,rmse,0.0232303388371192,0.0228738396270279,0.0003564992100913017,False
EXP-004,random_forest_v1,2026_ytd,return_regression,return_20d,20,65e5aa72ceb663a95e87e233d77a5fa3ea6390a806bd27b7e60d866db8edb8ed,spearman_rank_correlation,-0.2054716523232586,-0.1827944443407321,0.02267720798252648,rmse,0.0415801279710201,0.0414137584187222,0.0001663695522979014,True
EXP-004,random_forest_v1,2026_ytd,return_regression,return_5d,5,21de0e538cc2c52fdca6ab74ee490d5f39fd9934b277cc9b1e2d487b1fd12461,spearman_rank_correlation,-0.0405210879321083,-0.2201798809450584,-0.1796587930129501,rmse,0.0175938453168839,0.0177729895578705,-0.00017914424098659787,False
EXP-004,random_forest_v1,2026_ytd,return_regression,return_60d,60,a6710585b1b4cb8ebcd509a9a6d07e42bb198291240a337254fb7c5752d358f5,spearman_rank_correlation,0.5233142225962549,0.5581211866189775,0.03480696402272254,rmse,0.0487865474987789,0.0467880163288661,0.001998531169912797,True
