experiment_id,fold,training_rows,test_rows,sample_sha256,global_training_prevalence,mean_state_prediction,test_prevalence,brier_score,global_baseline_brier_score,relative_brier_improvement,log_loss,expected_calibration_error,roc_auc,state_support_pass,training_prevalence_ordering
EXP-008,2024,714,252,d66e7d6947dd26137fae8b72924c4c614500757efb664f91cda4a93b99fa1bd9,0.41316526610644255,0.3911631502417816,0.5515873015873016,0.27137433156532004,0.266499410221605,-0.018292428263392176,0.7368911339325162,0.16042415134551982,0.5513783663334818,False,NOT_HYPOTHESIZED_ORDER
EXP-008,2025,966,250,fe8ac620165747e8722b7472d73a5d634bc04f3dc36e505c1452c97112414bac,0.458592132505176,0.4711397261341281,0.416,0.25882264455194476,0.24475808975133842,-0.05746308452928032,0.7109578897299453,0.0957104267710707,0.4332191780821918,True,NOT_HYPOTHESIZED_ORDER
EXP-008,2026_ytd,1216,137,65e5aa72ceb663a95e87e233d77a5fa3ea6390a806bd27b7e60d866db8edb8ed,0.453125,0.45047961973050565,0.35036496350364965,0.23351074984392853,0.23816898095346714,0.019558512997327415,0.6600319648117382,0.100114656226856,0.6008895131086143,True,NOT_HYPOTHESIZED_ORDER
