experiment_id,model_name,fold,training_rows,training_start_date,training_end_date,test_rows,sample_sha256,sample_hash_matches_exp006,training_prevalence,test_prevalence,mean_prediction,brier_score,baseline_brier_score,relative_brier_improvement,log_loss,expected_calibration_error,roc_auc,full_history_brier_score,full_history_roc_auc,brier_improvement_vs_full_history,auc_improvement_vs_full_history
EXP-009,opportunity_random_forest_recent_504_v1,2024,504,2021-11-30,2023-11-30,252,d66e7d6947dd26137fae8b72924c4c614500757efb664f91cda4a93b99fa1bd9,True,0.38492063492063494,0.5515873015873016,0.3162185910592866,0.2942695834926927,0.27511652809271864,-0.06961797436437261,0.7932898032815874,0.2353687105280149,0.6036162220665945,0.2682900404484758,0.6292735722926085,-0.025979543044216902,-0.02565735022601401
EXP-009,opportunity_random_forest_recent_504_v1,2025,504,2022-11-30,2024-12-02,250,fe8ac620165747e8722b7472d73a5d634bc04f3dc36e505c1452c97112414bac,True,0.5257936507936508,0.416,0.6176435658107047,0.3262425972372332,0.2549986457545982,-0.27938952880243023,0.8786566816501421,0.2371253958035387,0.39752370916754476,0.3160993563940606,0.2818756585879873,-0.010143240843172585,0.11564805057955746
EXP-009,opportunity_random_forest_recent_504_v1,2026_ytd,504,2023-11-29,2025-12-02,137,65e5aa72ceb663a95e87e233d77a5fa3ea6390a806bd27b7e60d866db8edb8ed,True,0.5119047619047619,0.35036496350364965,0.4947780938931781,0.296539512202101,0.2537044623202079,-0.1688383778911612,0.7965386843613166,0.2756350314460175,0.3883426966292135,0.2727755740586702,0.1570692883895131,-0.023763938143430807,0.2312734082397004
