experiment_id,model_name,fold,training_rows,test_rows,sample_sha256,training_prevalence,test_prevalence,mean_prediction,brier_score,baseline_brier_score,relative_brier_improvement,log_loss,expected_calibration_error,roc_auc,precision_at_0_5,recall_at_0_5
EXP-006,opportunity_logistic_l2_v1,2024,714,252,d66e7d6947dd26137fae8b72924c4c614500757efb664f91cda4a93b99fa1bd9,0.41316526610644255,0.5515873015873016,0.7160974399968438,0.35430473463381584,0.266499410221605,-0.32947661812533535,1.2147125124395242,0.31106068353135125,0.4829057108295665,0.5621621621621622,0.7482014388489209
EXP-006,opportunity_logistic_l2_v1,2025,966,250,fe8ac620165747e8722b7472d73a5d634bc04f3dc36e505c1452c97112414bac,0.458592132505176,0.416,0.6865717085771788,0.49970836880656755,0.24475808975133842,-1.0416418894029018,1.4205092140823339,0.5489309438966313,0.3162539515279241,0.29081632653061223,0.5480769230769231
EXP-006,opportunity_logistic_l2_v1,2026_ytd,1216,137,65e5aa72ceb663a95e87e233d77a5fa3ea6390a806bd27b7e60d866db8edb8ed,0.453125,0.35036496350364965,0.5270873077053145,0.3893022288697978,0.23816898095346714,-0.6345631043610113,1.0265361570014582,0.38747033165547295,0.2577247191011236,0.2328767123287671,0.3541666666666667
EXP-006,opportunity_random_forest_v1,2024,714,252,d66e7d6947dd26137fae8b72924c4c614500757efb664f91cda4a93b99fa1bd9,0.41316526610644255,0.5515873015873016,0.36685724124094027,0.2682900404484758,0.266499410221605,-0.006719077634662808,0.7361471152286934,0.1847300603463613,0.6292735722926085,0.8157894736842105,0.22302158273381295
EXP-006,opportunity_random_forest_v1,2025,966,250,fe8ac620165747e8722b7472d73a5d634bc04f3dc36e505c1452c97112414bac,0.458592132505176,0.416,0.5105706278382625,0.31609935639406067,0.24475808975133842,-0.29147664420490166,0.8320761810967612,0.2707518183280131,0.28187565858798735,0.2971014492753623,0.3942307692307692
EXP-006,opportunity_random_forest_v1,2026_ytd,1216,137,65e5aa72ceb663a95e87e233d77a5fa3ea6390a806bd27b7e60d866db8edb8ed,0.453125,0.35036496350364965,0.47102824038318386,0.27277557405867026,0.23816898095346714,-0.1453026878926961,0.7392080921540415,0.20868114240554675,0.15706928838951312,0.0625,0.0625
