experiment_id,fold,training_rows,test_rows,sample_sha256,global_training_prevalence,mean_regime_prediction,test_prevalence,brier_score,global_baseline_brier_score,relative_brier_improvement,log_loss,expected_calibration_error,roc_auc,training_prevalence_ordering
EXP-007,2024,714,252,d66e7d6947dd26137fae8b72924c4c614500757efb664f91cda4a93b99fa1bd9,0.41316526610644255,0.419624386291053,0.5515873015873016,0.2676399904361199,0.266499410221605,-0.00427986018267909,0.7289932800901237,0.1319629152962486,0.4453746737123575,FALLING_HIGHER
EXP-007,2025,966,250,fe8ac620165747e8722b7472d73a5d634bc04f3dc36e505c1452c97112414bac,0.458592132505176,0.46593521404616295,0.416,0.24871288394185365,0.24475808975133842,-0.016157971303555656,0.6905872937252894,0.04993521404616297,0.4431638566912539,FALLING_HIGHER
EXP-007,2026_ytd,1216,137,65e5aa72ceb663a95e87e233d77a5fa3ea6390a806bd27b7e60d866db8edb8ed,0.453125,0.4538576380589328,0.35036496350364965,0.23778544241600033,0.23816898095346714,0.0016103630956952563,0.6686473978360837,0.10349267455528316,0.608497191011236,RISING_HIGHER
