fear_greed_date_utc,fear_greed_market_date,fear_greed_source_timestamp_utc,fear_greed_value,fear_greed_rating,fear_greed_change_1d,fear_greed_change_5d,fear_greed_sma_5d,fear_greed_sma_20d,fear_greed_zscore_20d,fear_greed_day_of_week,spx_date,spx_match_lag_calendar_days,spx_same_trading_day,spx_day_of_week,spx_symbol,spx_open,spx_high,spx_low,spx_close,spx_adj_close,spx_volume,spx_previous_close,spx_daily_return_pct,spx_gap_pct,spx_intraday_return_pct,spx_range_pct,spx_return_1d_pct,spx_return_5d_pct,spx_return_10d_pct,spx_return_20d_pct,spx_return_60d_pct,spx_return_252d_pct,spx_sma_20d,spx_close_vs_sma_20d_pct,spx_sma_50d,spx_close_vs_sma_50d_pct,spx_sma_200d,spx_close_vs_sma_200d_pct,spx_volatility_20d_annualized_pct,spx_drawdown_from_252d_high_pct,spx_data_source,outcome_forward_return_1d_pct,outcome_forward_return_5d_pct,outcome_forward_return_10d_pct,outcome_forward_return_20d_pct,outcome_forward_return_60d_pct,outcome_forward_max_drawdown_5d_pct,outcome_forward_max_gain_5d_pct,outcome_forward_max_drawdown_20d_pct,outcome_forward_max_gain_20d_pct,outcome_forward_max_drawdown_60d_pct,outcome_forward_max_gain_60d_pct
2022-08-25,2022-08-24,2022-08-25T00:00:00Z,58.257143,greed,0.742857,-8.114286,59.445714,62.381429,-0.943009,Wednesday,2022-08-24,0,True,Wednesday,^GSPC,4126.549805,4156.560059,4119.970215,4140.770020,4140.770020,3583630000,4128.729980,0.291616,-0.052805,0.344603,0.886225,0.291616,-3.118128,-1.650030,2.911811,-0.420135,-7.700451,4181.056042,-0.963537,3981.561816,3.998637,4312.705159,-3.986712,16.661559,-13.672091,Yahoo Finance via yfinance,1.409161,-4.486364,-3.250364,-9.244175,-4.690190,-4.497714,1.503827,-9.450418,1.503827,-15.678000,1.503827
2022-08-26,2022-08-25,2022-08-26T00:00:00Z,55.742857,greed,-2.514286,-7.971429,57.851429,62.548571,-1.692235,Thursday,2022-08-25,0,True,Thursday,^GSPC,4153.259766,4200.540039,4147.589844,4199.120117,4199.120117,3566870000,4140.770020,1.409161,0.301629,1.104201,1.278752,1.409161,-1.975379,-0.193710,3.110924,1.620711,-6.607146,4187.390552,0.280116,3990.834619,5.219096,4310.192258,-2.576965,16.841031,-12.455592,Yahoo Finance via yfinance,-3.368806,-5.531397,-3.137800,-12.047527,-5.567358,-7.036479,0.093351,-13.137279,0.093351,-16.849721,0.093351
2022-08-29,2022-08-28,2022-08-29T00:00:00Z,54.285714,neutral,-1.457143,-6.028572,56.645714,62.308571,-1.836901,Sunday,2022-08-26,2,False,Friday,^GSPC,4198.740234,4203.040039,4057.659912,4057.659912,4057.659912,3832750000,4199.120117,-3.368806,-0.009047,-3.360063,3.462157,-3.368806,-4.039751,-5.198182,-1.758475,-1.062366,-9.224610,4183.759045,-3.014015,3996.188018,1.538263,4307.054308,-5.790370,20.305413,-15.404793,Yahoo Finance via yfinance,-0.666636,-3.287607,1.300016,-9.922465,-2.654731,-3.795538,0.131358,-10.175813,1.518606,-13.950894,1.518606
2022-08-30,2022-08-29,2022-08-30T00:00:00Z,49.800000,neutral,-4.485714,-7.628571,55.120000,61.930000,-2.384528,Monday,2022-08-29,0,True,Monday,^GSPC,4034.580078,4062.989990,4017.419922,4030.610107,4030.610107,3396510000,4057.659912,-0.666636,-0.568797,-0.098399,1.123063,-0.666636,-2.594983,-6.202498,-2.137113,-3.500503,-10.617004,4179.358056,-3.559110,4003.464819,0.678045,4303.973809,-6.351426,20.401586,-15.968735,Yahoo Finance via yfinance,-1.102816,-3.037261,-2.429413,-9.510224,-0.670619,-3.569189,0.356519,-10.105668,2.199907,-13.373410,2.199907
2022-08-31,2022-08-30,2022-08-31T00:00:00Z,52.085714,neutral,2.285714,-5.428572,54.034286,61.521429,-1.704223,Tuesday,2022-08-30,0,True,Tuesday,^GSPC,4041.250000,4044.979980,3965.209961,3986.159912,3986.159912,3835860000,4030.610107,-1.102816,0.263977,-1.363194,1.979105,-1.102816,-3.453122,-7.410579,-2.567224,-2.978677,-11.981790,4174.106555,-4.502680,4009.691216,-0.586861,4300.658258,-7.312796,20.619965,-16.895445,Yahoo Finance via yfinance,-0.781703,-0.157791,-1.007233,-6.701183,1.031070,-2.493877,0.809552,-9.103244,3.339552,-12.407426,3.339552
2022-09-01,2022-08-31,2022-09-01T00:00:00Z,49.371429,neutral,-2.714285,-8.885714,52.257143,60.914286,-1.871606,Wednesday,2022-08-31,0,True,Wednesday,^GSPC,4000.669922,4015.370117,3954.530029,3955.000000,3955.000000,4542490000,3986.159912,-0.781703,0.364010,-1.141557,1.526283,-0.781703,-4.486364,-7.464601,-4.817370,-4.038166,-12.551853,4164.098059,-5.021449,4013.495415,-1.457468,4297.019008,-7.959448,19.738751,-17.545075,Yahoo Finance via yfinance,0.299623,1.294056,-1.356508,-7.952719,1.798233,-1.725664,1.603791,-8.713024,4.153724,-11.717318,4.153724
2022-09-02,2022-09-01,2022-09-02T00:00:00Z,42.457143,fear,-6.914286,-13.285714,49.600000,59.871429,-2.358497,Thursday,2022-09-01,0,True,Thursday,^GSPC,3936.729980,3970.229980,3903.649902,3966.850098,3966.850098,4152250000,3955.000000,0.299623,-0.461947,0.765105,1.683441,0.299623,-5.531397,-7.397511,-4.457912,-4.658615,-12.317168,4154.843567,-4.524682,4017.634619,-1.264040,4293.439259,-7.606703,19.824946,-17.298021,Yahoo Finance via yfinance,-1.073650,2.533749,-2.357539,-9.610395,-0.073362,-2.019237,2.771972,-9.647963,3.842588,-11.981043,3.842588
2022-09-06,2022-09-05,2022-09-06T00:00:00Z,40.628571,fear,-1.828572,-13.657143,46.868571,58.665714,-2.137191,Monday,2022-09-02,3,False,Friday,^GSPC,3994.659912,4018.429932,3906.209961,3924.260010,3924.260010,3665850000,3966.850098,-1.073650,0.701055,-1.762350,2.828944,-1.073650,-3.287607,-7.194547,-5.329790,-4.653079,-13.504450,4143.797070,-5.297968,4020.205220,-2.386575,4289.556060,-8.515941,20.052233,-18.185951,Yahoo Finance via yfinance,-0.409506,4.743573,-0.621012,-6.264368,0.850348,-0.955849,4.969594,-8.667370,4.969594,-11.025771,4.969594
2022-09-07,2022-09-06,2022-09-07T00:00:00Z,39.628571,fear,-1.000000,-10.171429,44.834286,57.424286,-1.908839,Tuesday,2022-09-06,0,True,Tuesday,^GSPC,3930.889893,3942.550049,3886.750000,3908.189941,3908.189941,4127340000,3924.260010,-0.409506,0.168946,-0.577476,1.421925,-0.409506,-3.037261,-5.553428,-5.600646,-2.728597,-13.829785,4132.203564,-5.421166,4020.134219,-2.784591,4285.653660,-8.807611,20.051028,-18.520984,Yahoo Finance via yfinance,1.834102,0.626889,-1.337192,-3.000366,4.398972,-0.055266,5.401218,-8.291820,5.401218,-10.659919,5.401218
2022-09-08,2022-09-07,2022-09-08T00:00:00Z,40.371429,fear,0.742858,-11.714285,42.491429,56.187143,-1.601751,Wednesday,2022-09-07,0,True,Wednesday,^GSPC,3909.429932,3987.889893,3906.030029,3979.870117,3979.870117,3890320000,3908.189941,1.834102,0.031728,1.801802,2.094572,1.834102,-0.157791,-3.605464,-3.459093,2.025451,-11.950356,4125.073559,-3.520021,4021.729419,-1.040828,4282.030310,-7.056470,21.393195,-17.026576,Yahoo Finance via yfinance,0.661072,-0.850784,-4.772522,-4.939611,2.429726,-1.700814,3.502870,-9.943546,3.502870,-12.268994,3.502870
2022-09-09,2022-09-08,2022-09-09T00:00:00Z,43.800000,fear,3.428571,-5.571429,41.377143,55.085714,-1.131958,Thursday,2022-09-08,0,True,Thursday,^GSPC,3959.939941,4010.500000,3944.810059,4006.179932,4006.179932,3966850000,3979.870117,0.661072,-0.500775,1.167694,1.650555,0.661072,1.294056,-3.250364,-4.846761,6.842010,-11.251264,4114.870544,-2.641410,4025.422017,-0.478014,4278.571410,-6.366412,19.884779,-16.478062,Yahoo Finance via yfinance,1.527145,-2.616703,-6.195177,-6.531407,1.635474,-2.942951,2.823135,-10.534975,2.823135,-12.845151,2.823135
2022-09-12,2022-09-11,2022-09-12T00:00:00Z,47.600000,neutral,3.800000,5.142857,42.405714,54.064286,-0.672354,Sunday,2022-09-09,2,False,Friday,^GSPC,4022.939941,4076.810059,4022.939941,4067.360107,4067.360107,3901940000,4006.179932,1.527145,0.418354,1.104172,1.344675,1.527145,2.533749,-3.137800,-3.325432,8.884538,-9.479038,4107.875049,-0.986275,4030.392617,0.917218,4275.493511,-4.868056,20.851242,-15.202561,Yahoo Finance via yfinance,1.058427,-4.770417,-9.198353,-10.515425,-1.684631,-5.661658,1.276496,-11.880685,1.276496,-14.156111,1.276496
2022-09-13,2022-09-12,2022-09-13T00:00:00Z,36.628571,fear,-10.971429,-4.000000,41.605714,52.554286,-1.613175,Monday,2022-09-12,0,True,Monday,^GSPC,4083.669922,4119.279785,4083.669922,4110.410156,4110.410156,3814200000,4067.360107,1.058427,0.400993,0.654809,0.875503,1.058427,4.743573,1.300016,-3.965743,8.454380,-7.808987,4099.388061,0.268872,4036.893223,1.821127,4272.592061,-3.795867,20.165837,-14.305041,Yahoo Finance via yfinance,-4.323661,-5.121636,-11.078459,-12.116072,-4.115165,-6.649703,-1.783035,-12.803595,-1.783035,-15.055190,-0.240861
2022-09-14,2022-09-13,2022-09-14T00:00:00Z,41.885714,fear,5.257143,2.257143,42.057143,51.251429,-0.991639,Tuesday,2022-09-13,0,True,Tuesday,^GSPC,4037.120117,4037.120117,3921.280029,3932.689941,3932.689941,4224550000,4110.410156,-4.323661,-1.783035,-2.586749,2.818212,-4.323661,0.626889,-2.429413,-8.481227,7.252157,-11.995355,4081.165552,-3.638069,4039.040420,-2.633063,4268.748210,-7.872525,24.766751,-18.010201,Yahoo Finance via yfinance,0.338701,-1.951845,-7.257117,-8.743376,0.031276,-2.673740,0.743766,-9.261854,0.743766,-11.216492,4.267304
2022-09-15,2022-09-14,2022-09-15T00:00:00Z,40.657143,fear,-1.228571,0.285714,42.114286,49.927143,-1.036600,Wednesday,2022-09-14,0,True,Wednesday,^GSPC,3940.729980,3961.939941,3912.179932,3946.010010,3946.010010,4293240000,3932.689941,0.338701,0.204441,0.133986,1.265292,0.338701,-0.850784,-1.007233,-8.343170,7.379094,-11.186906,4063.206042,-2.884324,4041.332822,-2.358697,4265.505160,-7.490207,24.822516,-17.732501,Yahoo Finance via yfinance,-1.131774,-3.955390,-5.751885,-9.350711,0.443486,-3.966539,0.332738,-9.568148,0.332738,-11.516188,3.915341
2022-09-16,2022-09-15,2022-09-16T00:00:00Z,35.285714,fear,-5.371429,-8.514286,40.411428,48.372857,-1.516447,Thursday,2022-09-15,0,True,Thursday,^GSPC,3932.409912,3959.139893,3888.280029,3901.350098,3901.350098,4441830000,3946.010010,-1.131774,-0.344654,-0.789842,1.795735,-1.131774,-2.616703,-1.356508,-8.719851,3.627295,-12.929901,4044.571545,-3.541078,4042.458223,-3.490651,4261.735560,-8.456307,24.930127,-18.663583,Yahoo Finance via yfinance,-0.718213,-3.674628,-6.686919,-5.932310,0.846624,-3.893528,0.146615,-10.503288,0.146615,-10.503288,5.104891
2022-09-19,2022-09-18,2022-09-19T00:00:00Z,36.314286,fear,1.028572,-11.285714,38.154286,47.002857,-1.298383,Sunday,2022-09-16,2,False,Friday,^GSPC,3880.949951,3880.949951,3837.080078,3873.330078,3873.330078,7954650000,3901.350098,-0.718213,-0.522900,-0.196340,1.124479,-0.718213,-4.770417,-2.357539,-9.580650,3.017115,-13.420954,4024.051038,-3.745503,4041.872422,-4.169908,4258.267211,-9.039760,24.818610,-19.247752,Yahoo Finance via yfinance,0.685710,-4.649748,-7.427974,-7.493810,3.026594,-5.831161,0.871085,-9.855860,0.871085,-9.855860,5.865229
2022-09-20,2022-09-19,2022-09-20T00:00:00Z,36.114286,fear,-0.200000,-0.514285,38.051429,45.792857,-1.218011,Monday,2022-09-19,0,True,Monday,^GSPC,3849.909912,3900.449951,3838.500000,3899.889893,3899.889893,3766850000,3873.330078,0.685710,-0.604652,1.298212,1.599398,0.685710,-5.121636,-0.621012,-7.770880,2.744134,-12.025750,4007.621533,-2.688169,4041.882622,-3.513034,4255.201460,-8.350053,24.964936,-18.694026,Yahoo Finance via yfinance,-1.127210,-6.278379,-5.678621,-5.690928,3.070856,-6.541977,0.184112,-10.469778,0.184112,-10.469778,5.155788
2022-09-21,2022-09-20,2022-09-21T00:00:00Z,27.214286,fear,-8.900000,-14.671428,35.117143,44.282143,-2.014538,Tuesday,2022-09-20,0,True,Tuesday,^GSPC,3875.229980,3876.010010,3827.540039,3855.929932,3855.929932,4058050000,3899.889893,-1.127210,-0.632323,-0.498036,1.242855,-1.127210,-1.951845,-1.337192,-6.816360,-1.426732,-11.515171,3993.518518,-3.445297,4041.912622,-4.601354,4251.595609,-9.306287,24.273532,-19.610515,Yahoo Finance via yfinance,-1.711649,-5.410884,-1.685715,-3.525737,3.614955,-6.033302,1.326272,-9.449079,1.326272,-9.449079,6.354629
2022-09-22,2022-09-21,2022-09-22T00:00:00Z,24.485714,extreme fear,-2.728572,-16.171429,31.882857,42.630714,-2.024617,Wednesday,2022-09-21,0,True,Wednesday,^GSPC,3871.399902,3907.070068,3789.489990,3789.929932,3789.929932,4078330000,3855.929932,-1.711649,0.401199,-2.104406,3.049331,-1.711649,-3.955390,-4.772522,-8.205914,-2.825053,-12.959012,3976.578516,-4.693698,4041.335220,-6.220847,4247.853108,-10.780109,24.748069,-20.986501,Yahoo Finance via yfinance,-0.842758,-1.870480,-0.175462,-2.500574,2.792138,-4.396912,0.025593,-7.872173,0.448029,-7.872173,8.206749
2022-09-23,2022-09-22,2022-09-23T00:00:00Z,21.685714,extreme fear,-2.800000,-13.600000,29.162857,40.802143,-2.049044,Thursday,2022-09-22,0,True,Thursday,^GSPC,3782.360107,3790.899902,3749.449951,3757.989990,3757.989990,4284600000,3789.929932,-0.842758,-0.199735,-0.644310,1.093686,-0.842758,-3.674628,-6.195177,-9.244175,-1.663201,-14.506423,3957.439514,-5.039863,4040.459419,-6.991023,4243.684708,-11.445118,24.645545,-21.652394,Yahoo Finance via yfinance,-1.723262,-3.127204,-0.358435,-2.453704,2.511186,-3.927368,-0.565462,-7.089160,1.301758,-7.089160,9.126421
2022-09-26,2022-09-25,2022-09-26T00:00:00Z,17.628571,extreme fear,-4.057143,-18.685715,25.425714,38.896428,-2.129655,Sunday,2022-09-23,2,False,Friday,^GSPC,3727.139893,3727.139893,3647.469971,3693.229980,3693.229980,5144270000,3757.989990,-1.723262,-0.820920,-0.909811,2.120014,-1.723262,-4.649748,-9.198353,-12.047527,-3.288968,-16.987040,3932.145007,-6.075947,4038.516421,-8.549834,4238.717108,-12.869156,23.973065,-23.002528,Yahoo Finance via yfinance,-1.034053,-2.913706,-1.450494,1.611598,3.369136,-2.954056,1.178102,-5.459988,3.078063,-5.459988,11.039929
2022-09-27,2022-09-26,2022-09-27T00:00:00Z,16.514286,extreme fear,-1.114285,-19.600000,21.505714,37.007857,-1.955070,Monday,2022-09-26,0,True,Monday,^GSPC,3682.719971,3715.669922,3644.760010,3655.040039,3655.040039,4886140000,3693.229980,-1.034053,-0.284575,-0.751617,1.919997,-1.034053,-6.278379,-11.078459,-9.922465,-3.443243,-17.965291,3912.014014,-6.568841,4034.354023,-9.402100,4233.486259,-13.663590,21.764625,-23.798723,Yahoo Finance via yfinance,-0.212036,0.639935,-1.166886,3.893256,4.557545,-1.940065,2.235268,-4.472180,4.259870,-4.472180,12.200138
2022-09-28,2022-09-27,2022-09-28T00:00:00Z,17.028571,extreme fear,0.514285,-10.185715,19.468571,35.369286,-1.678133,Tuesday,2022-09-27,0,True,Tuesday,^GSPC,3686.439941,3717.530029,3623.290039,3647.290039,3647.290039,4577740000,3655.040039,-0.212036,0.859085,-1.061998,2.578357,-0.212036,-5.410884,-7.257117,-9.510224,-4.654240,-17.911324,3892.848010,-6.307926,4030.682822,-9.511857,4228.385458,-13.742726,21.781629,-23.960297,Yahoo Finance via yfinance,1.967214,3.938264,-1.602558,5.807601,6.337579,-1.731701,3.965407,-4.269196,5.910143,-4.269196,12.438548
2022-09-29,2022-09-28,2022-09-29T00:00:00Z,13.257143,extreme fear,-3.771428,-11.228571,17.222857,33.427857,-1.793343,Wednesday,2022-09-28,0,True,Wednesday,^GSPC,3651.939941,3736.739990,3640.610107,3719.040039,3719.040039,4684850000,3647.290039,1.967214,0.127489,1.837382,2.635652,1.967214,-1.870480,-5.751885,-6.701183,-2.932352,-14.556483,3879.492017,-4.135902,4026.329824,-7.632007,4223.420558,-11.942465,23.307487,-22.464433,Yahoo Finance via yfinance,-2.112644,1.727327,-3.818459,2.999700,2.778939,-3.627553,2.362703,-6.116093,4.493360,-6.116093,10.269315
2022-09-30,2022-09-29,2022-09-30T00:00:00Z,16.457143,extreme fear,3.200000,-5.228571,16.177143,31.782143,-1.368326,Thursday,2022-09-29,0,True,Thursday,^GSPC,3687.010010,3687.010010,3610.399902,3640.469971,3640.469971,4681810000,3719.040039,-2.112644,-0.861245,-1.262270,2.059943,-2.112644,-3.127204,-6.686919,-7.952719,-5.321348,-16.492639,3863.765515,-5.779221,4019.941226,-9.439721,4218.278057,-13.697724,24.110135,-24.102483,Yahoo Finance via yfinance,-1.506670,2.858149,0.808685,4.582652,5.613289,-1.547605,4.571936,-4.089854,6.748577,-4.089854,12.649191
2022-10-03,2022-10-02,2022-10-03T00:00:00Z,20.385714,extreme fear,3.928571,2.757143,16.728571,30.678571,-0.920651,Sunday,2022-09-30,2,False,Friday,^GSPC,3633.479980,3671.439941,3584.129883,3585.620117,3585.620117,5645360000,3640.469971,-1.506670,-0.192008,-1.317191,2.398318,-1.506670,-2.913706,-7.427974,-9.610395,-8.122748,-16.759448,3844.704016,-6.738722,4011.674629,-10.620366,4213.035708,-14.892245,24.264595,-25.246008,Yahoo Finance via yfinance,2.588390,1.507125,-0.071119,8.797361,6.794637,0.538535,6.171591,-2.622699,8.918954,-2.622699,14.372405
2022-10-04,2022-10-03,2022-10-04T00:00:00Z,27.885714,fear,7.500000,11.371428,19.002857,30.041429,-0.196982,Monday,2022-10-03,0,True,Monday,^GSPC,3609.780029,3698.350098,3604.929932,3678.429932,3678.429932,4806680000,3585.620117,2.588390,0.673800,1.901775,2.605412,2.588390,0.639935,-5.678621,-6.264368,-5.666284,-15.575026,3832.412512,-4.017902,4006.010630,-8.177230,4207.878607,-12.582318,26.482316,-23.311084,Yahoo Finance via yfinance,3.058370,-1.795332,-0.013049,5.261757,2.848771,-2.455663,3.492794,-5.079609,6.170839,-5.079609,11.486695
2022-10-05,2022-10-04,2022-10-05T00:00:00Z,29.714286,fear,1.828572,12.685715,21.540000,29.545714,0.015742,Tuesday,2022-10-04,0,True,Tuesday,^GSPC,3726.459961,3791.919922,3726.459961,3790.929932,3790.929932,5146580000,3678.429932,3.058370,1.305721,1.730059,1.779563,3.058370,3.938264,-1.685715,-3.000366,-1.647455,-11.848268,3826.549512,-0.930854,4002.492427,-5.285769,4203.489907,-9.814701,29.045748,-20.965653,Yahoo Finance via yfinance,-0.201795,-5.330878,-1.871571,1.719108,1.539203,-5.868744,0.421532,-7.896476,3.188139,-7.896476,8.178205
2022-10-06,2022-10-05,2022-10-06T00:00:00Z,23.142857,extreme fear,-6.571429,9.885714,23.517143,28.684286,-0.528637,Wednesday,2022-10-05,0,True,Wednesday,^GSPC,3753.250000,3806.909912,3722.659912,3783.280029,3783.280029,4293180000,3790.929932,-0.201795,-0.993950,0.800107,2.222410,-0.201795,1.727327,-0.175462,-4.939611,-0.930136,-12.942393,3816.720007,-0.876144,3999.737026,-5.411781,4199.303107,-9.906955,28.097561,-21.125140,Yahoo Finance via yfinance,-1.024508,-5.451619,-2.329199,-0.623535,1.486011,-5.678408,0.387228,-7.710239,3.396788,-7.710239,8.396945
2022-10-07,2022-10-06,2022-10-07T00:00:00Z,19.671429,extreme fear,-3.471428,3.214286,24.160000,27.477857,-0.778311,Thursday,2022-10-06,0,True,Thursday,^GSPC,3771.969971,3797.929932,3739.219971,3744.520020,3744.520020,4252100000,3783.280029,-1.024508,-0.298948,-0.727735,1.551827,-1.024508,2.858149,-0.358435,-6.531407,-1.506137,-14.186381,3803.637012,-1.554223,3994.155225,-6.250013,4195.185607,-10.742447,28.019114,-21.933219,Yahoo Finance via yfinance,-2.800362,-1.992515,-2.102806,-0.657765,2.126304,-6.754936,-1.008942,-6.754936,4.467062,-6.754936,9.518975
2022-10-10,2022-10-09,2022-10-10T00:00:00Z,19.400000,extreme fear,-0.271429,-0.985714,23.962857,26.067857,-0.742566,Sunday,2022-10-07,2,False,Friday,^GSPC,3706.739990,3706.739990,3620.729980,3639.659912,3639.659912,4449660000,3744.520020,-2.800362,-1.008942,-1.809679,2.296957,-2.800362,1.507125,-1.450494,-10.515425,-3.976382,-17.275940,3782.252002,-3.770031,3985.499824,-8.677454,4190.137756,-13.137464,28.438184,-24.119372,Yahoo Finance via yfinance,-0.749246,-1.554811,3.107161,3.596219,5.860714,-4.068507,1.987551,-4.068507,7.476801,-4.068507,12.674262
2022-10-11,2022-10-10,2022-10-11T00:00:00Z,16.885714,extreme fear,-2.514286,-11.000000,21.762857,25.080714,-0.926875,Monday,2022-10-10,0,True,Monday,^GSPC,3647.510010,3652.169922,3588.100098,3612.389893,3612.389893,3834320000,3639.659912,-0.749246,0.215682,-0.962852,1.760324,-0.749246,-1.795332,-1.166886,-12.116072,-6.491319,-17.738321,3757.350989,-3.858066,3975.141821,-9.125509,4184.716905,-13.676600,27.808631,-24.687904,Yahoo Finance via yfinance,-0.651918,1.814867,5.119885,5.381760,5.417749,-3.344318,2.757457,-3.344318,8.288146,-3.344318,13.524843
2022-10-12,2022-10-11,2022-10-12T00:00:00Z,15.942857,extreme fear,-0.942857,-13.771429,19.008571,23.783571,-0.965617,Tuesday,2022-10-11,0,True,Tuesday,^GSPC,3595.860107,3640.659912,3568.449951,3588.840088,3588.840088,4759030000,3612.389893,-0.651918,-0.457586,-0.195225,1.998953,-0.651918,-5.330878,-1.602558,-8.743376,-6.317397,-17.709613,3740.158496,-4.045775,3964.546025,-9.476645,4179.032156,-14.122697,24.152525,-25.178877,Yahoo Finance via yfinance,-0.329077,3.654102,7.530846,6.667057,8.533119,-2.710068,4.846969,-2.710068,8.998728,-2.710068,14.269788
2022-10-13,2022-10-12,2022-10-13T00:00:00Z,19.371429,extreme fear,3.428572,-3.771428,18.254286,22.719286,-0.469808,Wednesday,2022-10-12,0,True,Wednesday,^GSPC,3590.830078,3608.340088,3573.860107,3577.030029,3577.030029,4006830000,3588.840088,-0.329077,0.055449,-0.384314,0.960756,-0.329077,-5.451619,-3.818459,-9.350711,-9.136100,-17.781708,3721.709497,-3.887447,3954.262827,-9.539902,4172.961356,-14.280778,23.980665,-25.425097,Yahoo Finance via yfinance,2.596564,3.302457,7.088844,4.795600,8.807867,-2.388852,5.193135,-2.388852,9.358602,-2.388852,14.647066
2022-10-14,2022-10-13,2022-10-14T00:00:00Z,16.457143,extreme fear,-2.914286,-3.214286,17.611429,21.777857,-0.805802,Thursday,2022-10-13,0,True,Thursday,^GSPC,3520.370117,3685.409912,3491.580078,3669.909912,3669.909912,5021680000,3577.030029,2.596564,-1.583993,4.247843,5.418737,2.596564,-1.992515,0.808685,-5.932310,-7.323165,-15.901048,3710.137488,-1.084261,3944.557627,-6.962700,4167.379155,-11.937221,26.184872,-23.488711,Yahoo Finance via yfinance,-2.366266,-0.112534,3.743692,7.805647,6.794175,-2.458643,2.530856,-2.458643,7.859053,-2.458643,11.745521
2022-10-17,2022-10-16,2022-10-17T00:00:00Z,23.400000,extreme fear,6.942857,4.000000,18.411429,21.132143,0.399795,Sunday,2022-10-14,2,False,Friday,^GSPC,3690.409912,3712.000000,3579.679932,3583.070068,3583.070068,4243030000,3669.909912,-2.366266,0.558597,-2.908616,3.605540,-2.366266,-1.554811,-0.071119,-7.493810,-10.399727,-19.268581,3695.624487,-3.045613,3933.180229,-8.901452,4161.329205,-13.896020,27.175040,-25.299172,Yahoo Finance via yfinance,2.648005,4.735602,8.874791,11.438790,10.787956,1.551179,5.015810,1.551179,11.677414,1.551179,14.453803
2022-10-18,2022-10-17,2022-10-18T00:00:00Z,28.800000,fear,5.400000,11.914286,20.794286,20.766429,1.663668,Monday,2022-10-17,0,True,Monday,^GSPC,3638.649902,3689.729980,3638.649902,3677.949951,3677.949951,4352780000,3583.070068,2.648005,1.551179,1.080072,1.425595,2.648005,1.814867,-0.013049,-5.690928,-7.160687,-17.744453,3684.527490,-0.178518,3923.835430,-6.266457,4155.825305,-11.498928,29.020780,-23.321090,Yahoo Finance via yfinance,1.142757,3.246106,5.275494,7.593906,8.298644,-0.830083,3.610436,-0.830083,9.000123,-0.830083,11.501244
2022-10-19,2022-10-18,2022-10-19T00:00:00Z,29.428571,fear,0.628571,13.485714,23.491429,20.877143,1.708045,Tuesday,2022-10-18,0,True,Tuesday,^GSPC,3746.260010,3762.790039,3686.530029,3719.979980,3719.979980,4483740000,3677.949951,1.142757,1.857286,-0.701500,2.073438,1.142757,3.654102,-1.871571,-3.525737,-6.223092,-17.084293,3677.729993,1.148806,3915.433828,-4.991882,4150.594304,-10.374763,29.256120,-22.444837,Yahoo Finance via yfinance,-0.667210,3.740077,3.659163,7.305147,7.503000,-1.950550,3.840615,-1.950550,8.302736,-1.950550,10.241452
2022-10-20,2022-10-19,2022-10-20T00:00:00Z,39.085714,fear,9.657143,19.714285,27.434286,21.607143,2.720769,Wednesday,2022-10-19,0,True,Wednesday,^GSPC,3703.110107,3728.580078,3666.510010,3695.159912,3695.159912,4223800000,3719.979980,-0.667210,-0.453494,-0.214690,1.668559,-0.667210,3.302457,-2.329199,-2.500574,-5.760960,-18.241980,3672.991492,0.603552,3906.887622,-5.419345,4145.087303,-10.854473,28.753550,-22.962292,Yahoo Finance via yfinance,-0.795091,3.665340,1.746339,7.134471,8.005338,-1.291960,5.168653,-1.291960,9.030196,-1.291960,10.981935
2022-10-21,2022-10-20,2022-10-21T00:00:00Z,43.742857,fear,4.657143,27.285714,32.891428,22.710000,2.593336,Thursday,2022-10-20,0,True,Thursday,^GSPC,3689.050049,3736.000000,3656.439941,3665.780029,3665.780029,4496620000,3695.159912,-0.795091,-0.165348,-0.630786,2.153088,-0.795091,-0.112534,-2.102806,-2.453704,-8.893259,-19.188128,3668.380994,-0.070902,3895.998418,-5.909099,4139.448503,-11.442792,28.737955,-23.574812,Yahoo Finance via yfinance,2.372482,3.860570,1.476080,7.659489,7.176647,-0.500851,6.011541,-0.500851,9.904033,-0.500851,11.871414
2022-10-24,2022-10-23,2022-10-24T00:00:00Z,47.228571,neutral,3.485714,23.828571,37.657143,24.190000,2.379374,Sunday,2022-10-21,2,False,Friday,^GSPC,3657.100098,3757.889893,3647.419922,3752.750000,3752.750000,5078020000,3665.780029,2.372482,-0.236783,2.615458,3.013546,2.372482,4.735602,3.107161,1.611598,-7.849857,-17.517986,3671.356995,2.216973,3886.908018,-3.451536,4134.709353,-9.237877,29.356705,-21.761638,Yahoo Finance via yfinance,1.188198,3.952037,0.474320,5.664915,3.893148,-0.295786,4.068215,-1.454936,7.357007,-1.454936,9.278795
